ts,lat,lon,alt_ft,agl_ft,heading_deg,pitch_deg,roll_deg,vcas_kt,vs_fps,wow
1789852153.8264995,36.15643231045634,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852153.9264994,36.156469277757814,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.0264993,36.15650624505929,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.1264994,36.15654321236076,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.2264993,36.156580179662235,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.3264995,36.156617146963704,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.4264994,36.15665411426518,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.5264993,36.156691081566656,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.6264994,36.156728048868125,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.7264993,36.1567650161696,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.8264995,36.15680198347107,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852154.9264994,36.156838950772546,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.0264993,36.15687591807402,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.1264994,36.15691288537549,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.2264993,36.156949852676966,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.3264995,36.15698681997844,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.4264994,36.15702378727991,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.5264993,36.15706075458139,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.6264994,36.157097721882856,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.7264993,36.15713468918433,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.8264995,36.15717165648581,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852155.9264994,36.15720862378728,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.0264993,36.15724559108875,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.1264994,36.15728255839022,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.2264993,36.1573195256917,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.3264995,36.15735649299317,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.4264994,36.15739346029464,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.5264993,36.15743042759612,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.6264994,36.157467394897594,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.7264993,36.15750436219906,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.8264995,36.15754132950054,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852156.9264994,36.15757829680201,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.0264993,36.157615264103484,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.1264994,36.15765223140496,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.2264993,36.15768919870643,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.3264995,36.157726166007905,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.4264994,36.15776313330937,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.5264993,36.15780010061085,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.6264994,36.157837067912325,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.7264993,36.157874035213794,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.8264995,36.15791100251527,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852157.9264994,36.157947969816746,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.0264993,36.157984937118215,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.1264994,36.15802190441969,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.2264993,36.15805887172116,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.3264995,36.158095839022636,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.4264994,36.15813280632411,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.5264993,36.15816977362558,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.6264994,36.158206740927056,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.7264993,36.15824370822853,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.8264995,36.15828067553,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852158.9264994,36.15831764283148,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.0264993,36.158354610132946,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.1264994,36.15839157743442,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.2264993,36.1584285447359,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.3264995,36.15846551203737,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.4264994,36.15850247933884,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.5264993,36.15853944664031,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.6264994,36.15857641394179,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.7264993,36.15861338124326,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.8264995,36.15865034854473,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852159.9264994,36.15868731584621,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.0264993,36.158724283147684,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.1264994,36.15876125044915,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.2264993,36.15879821775063,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.3264995,36.1588351850521,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.4264994,36.158872152353574,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.5264993,36.15890911965505,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.6264994,36.15894608695652,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.7264993,36.158983054257995,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.8264995,36.15902002155946,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852160.9264994,36.15905698886094,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.0264993,36.159093956162415,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.1264994,36.159130923463884,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.2264993,36.15916789076536,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.3264995,36.159204858066836,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.4264994,36.159241825368305,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.5264993,36.15927879266978,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.6264994,36.15931575997125,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.7264993,36.159352727272726,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.8264995,36.1593896945742,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852161.9264994,36.15942666187567,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.0264993,36.15946362917715,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.1264994,36.159500596478615,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.2264993,36.15953756378009,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.3264995,36.15957453108157,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.4264994,36.159611498383036,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.5264993,36.15964846568451,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.6264994,36.15968543298599,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.7264993,36.15972240028746,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.8264995,36.15975936758893,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852162.9264994,36.1597963348904,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
1789852163.0264993,36.15983330219188,-114.35,8000.0,8000.0,0.0,2.0,0.0,80,0.0,0
